,Anant.gmm,ddc.gmm,sneh.gmm,vivek.gmm,yash.gmm,Max_Score
1,-89.75751810886622,-92.17207677164727,-86.02393107163385,-94.97698979834588,-87.55429648869517,-86.02393107163385
