,Anant.gmm,ddc.gmm,sneh.gmm,vivek.gmm,yash.gmm,Yash_Panchal.gmm,Max_Score
1,-89.58423843127954,-88.99744839774425,-84.45790089691704,-92.76442362508429,-85.14883521294922,-77.59879866803192,-77.59879866803192
