,Anant.gmm,ddc.gmm,sneh.gmm,vivek.gmm,yash.gmm,Max_Score
1,-90.06778324610913,-87.87572100807142,-86.12908762803362,-91.68185476618629,-80.20054182279367,-80.20054182279367
