,Anant.gmm,ddc.gmm,Kathan.gmm,Kathan2.gmm,sneh.gmm,vivek.gmm,yash.gmm,Max_Score
1,-84.04322893942684,-79.43337385626975,-79.01958378094352,-76.16045156910221,-86.02441158088874,-88.26650867254779,-79.23534315474932,-76.16045156910221
