,Anant.gmm,ddc.gmm,Kathan.gmm,Kathan2.gmm,Kuldee.gmm,sneh.gmm,vivek.gmm,yash.gmm,Max_Score
1,-89.76860378660695,-87.63136247944068,-76.14996897755682,-75.52884340120866,-72.88414270545925,-86.6885094369096,-90.98974704709119,-83.75491936752103,-72.88414270545925
